// ********************************************
#	[   0]
	MaxGroup:	0
	Leader:		Valquiria_Rosen
	Follower:	Valquiria_Rosen
	RouteType:	2
	Formation:	0
	StartX:		3812
	StartY:		2906
	StartRange:	4
	StartWait:	9
	DestX:		3812
	DestY:		2906
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4082]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Valquiria_Rosen
	Follower:	Valquiria_Rosen
	RouteType:	2
	Formation:	0
	StartX:		3796
	StartY:		2883
	StartRange:	4
	StartWait:	9
	DestX:		3796
	DestY:		2883
	DestRange:	4
	DestWait:	8


// Gelo - DESATIVADO
// ********************************************
#	[4083]
	MinuteGenerate:	-1
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Valquiria_Rosen
	Follower:	Valquiria_Rosen
	RouteType:	2
	Formation:	0
	StartX:		3796
	StartY:		2877
	StartRange:	4
	StartWait:	9
	DestX:		3796
	DestY:		2877
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4084]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Tita_Berserker
	Follower:	Tita_Berserker
	RouteType:	2
	Formation:	0
	StartX:		3772
	StartY:		2885
	StartRange:	4
	StartWait:	9
	Segment1X:	3772
	Segment1Y:	2885
	Segment1Range:	4
	Segment1Wait:	7
	Segment2X:	3772
	Segment2Y:	2885
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		3772
	DestY:		2885
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4085]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Tita_Berserker
	Follower:	Tita_Berserker
	RouteType:	2
	Formation:	0
	StartX:		3780
	StartY:		2883
	StartRange:	4
	StartWait:	9
	Segment1X:	3780
	Segment1Y:	2883
	Segment1Range:	4
	Segment1Wait:	7
	Segment2X:	3780
	Segment2Y:	2883
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		3780
	DestY:		2883
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4086]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Valquiria_Tina
	Follower:	Valquiria_Tina
	RouteType:	2
	Formation:	0
	StartX:		3768
	StartY:		2857
	StartRange:	4
	StartWait:	9
	Segment1X:	3768
	Segment1Y:	2857
	Segment1Range:	4
	Segment1Wait:	7
	Segment2X:	3768
	Segment2Y:	2857
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		3768
	DestY:		2857
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4087]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Tita_Berserker
	Follower:	Tita_Berserker
	RouteType:	2
	Formation:	0
	StartX:		3770
	StartY:		2881
	StartRange:	4
	StartWait:	9
	Segment1X:	3770
	Segment1Y:	2881
	Segment1Range:	4
	Segment1Wait:	7
	Segment2X:	3770
	Segment2Y:	2881
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		3770
	DestY:		2881
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4088]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Valquiria_Rosen
	Follower:	Valquiria_Rosen
	RouteType:	2
	Formation:	0
	StartX:		3755
	StartY:		2888
	StartRange:	4
	StartWait:	9
	Segment1X:	3755
	Segment1Y:	2888
	Segment1Range:	4
	Segment1Wait:	7
	Segment2X:	3755
	Segment2Y:	2888
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		3755
	DestY:		2888
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4089]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Valquiria_Rosen
	Follower:	Valquiria_Rosen
	RouteType:	2
	Formation:	0
	StartX:		3754
	StartY:		2875
	StartRange:	4
	StartWait:	9
	Segment1X:	3754
	Segment1Y:	2875
	Segment1Range:	4
	Segment1Wait:	7
	Segment2X:	3754
	Segment2Y:	2875
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		3754
	DestY:		2875
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4090]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Tita_Berserker
	Follower:	Tita_Berserker
	RouteType:	2
	Formation:	0
	StartX:		3741
	StartY:		2877
	StartRange:	4
	StartWait:	9
	Segment1X:	3741
	Segment1Y:	2877
	Segment1Range:	4
	Segment1Wait:	7
	Segment2X:	3741
	Segment2Y:	2877
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		3741
	DestY:		2877
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4091]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Tita_Berserker
	Follower:	Tita_Berserker
	RouteType:	2
	Formation:	0
	StartX:		3747
	StartY:		2885
	StartRange:	4
	StartWait:	9
	DestX:		3747
	DestY:		2885
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4092]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Valquiria_Rosen
	Follower:	Valquiria_Rosen
	RouteType:	2
	Formation:	0
	StartX:		3749
	StartY:		2858
	StartRange:	4
	StartWait:	9
	Segment1X:	3749
	Segment1Y:	2858
	Segment1Range:	4
	Segment1Wait:	7
	Segment2X:	3749
	Segment2Y:	2858
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		3749
	DestY:		2858
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4093]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Valquiria_Tina
	Follower:	Valquiria_Tina
	RouteType:	2
	Formation:	0
	StartX:		3778
	StartY:		2920
	StartRange:	4
	StartWait:	9
	DestX:		3778
	DestY:		2920
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4094]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Valquiria_Tina
	Follower:	Valquiria_Tina
	RouteType:	2
	Formation:	0
	StartX:		3767
	StartY:		2922
	StartRange:	4
	StartWait:	9
	DestX:		3767
	DestY:		2922
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4095]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Valquiria_Tina
	Follower:	Valquiria_Tina
	RouteType:	2
	Formation:	0
	StartX:		3778
	StartY:		2840
	StartRange:	4
	StartWait:	9
	DestX:		3778
	DestY:		2840
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4096]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Valquiria_Tina
	Follower:	Valquiria_Tina
	RouteType:	2
	Formation:	0
	StartX:		3765
	StartY:		2839
	StartRange:	4
	StartWait:	9
	DestX:		3765
	DestY:		2839
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4097]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Valquiria_Tina
	Follower:	Valquiria_Tina
	RouteType:	2
	Formation:	0
	StartX:		3732
	StartY:		2841
	StartRange:	4
	StartWait:	9
	DestX:		3732
	DestY:		2841
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4098]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Valquiria_Tina
	Follower:	Valquiria_Tina
	RouteType:	2
	Formation:	0
	StartX:		3744
	StartY:		2841
	StartRange:	4
	StartWait:	9
	DestX:		3744
	DestY:		2841
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4099]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Simio_Anciao
	Follower:	Simio_Anciao
	RouteType:	2
	Formation:	0
	StartX:		3525
	StartY:		2908
	StartRange:	4
	StartWait:	9
	Segment1X:	3525
	Segment1Y:	2908
	Segment1Range:	4
	Segment1Wait:	7
	Segment2X:	3525
	Segment2Y:	2908
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		3525
	DestY:		2908
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4100]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Simio_Anciao
	Follower:	Simio_Anciao
	RouteType:	2
	Formation:	0
	StartX:		3535
	StartY:		2879
	StartRange:	4
	StartWait:	9
	Segment1X:	3535
	Segment1Y:	2879
	Segment1Range:	4
	Segment1Wait:	7
	Segment2X:	3535
	Segment2Y:	2879
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		3535
	DestY:		2879
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4101]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Simio_Anciao
	Follower:	Simio_Anciao
	RouteType:	2
	Formation:	0
	StartX:		3532
	StartY:		2861
	StartRange:	4
	StartWait:	9
	Segment1X:	3532
	Segment1Y:	2861
	Segment1Range:	4
	Segment1Wait:	7
	Segment2X:	3532
	Segment2Y:	2861
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		3532
	DestY:		2861
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4102]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Simio_Anciao
	Follower:	Simio_Anciao
	RouteType:	2
	Formation:	0
	StartX:		3520
	StartY:		2853
	StartRange:	4
	StartWait:	9
	Segment1X:	3520
	Segment1Y:	2853
	Segment1Range:	4
	Segment1Wait:	7
	Segment2X:	3520
	Segment2Y:	2853
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		3520
	DestY:		2853
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4103]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Simio_Anciao
	Follower:	Simio_Anciao
	RouteType:	2
	Formation:	0
	StartX:		3542
	StartY:		2848
	StartRange:	4
	StartWait:	9
	Segment1X:	3542
	Segment1Y:	2848
	Segment1Range:	4
	Segment1Wait:	7
	Segment2X:	3542
	Segment2Y:	2848
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		3542
	DestY:		2848
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4104]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Simio_Anciao
	Follower:	Simio_Anciao
	RouteType:	2
	Formation:	0
	StartX:		3556
	StartY:		2858
	StartRange:	4
	StartWait:	9
	Segment1X:	3556
	Segment1Y:	2858
	Segment1Range:	4
	Segment1Wait:	7
	Segment2X:	3556
	Segment2Y:	2858
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		3556
	DestY:		2858
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4105]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Simio_Anciao
	Follower:	Simio_Anciao
	RouteType:	2
	Formation:	0
	StartX:		3567
	StartY:		2882
	StartRange:	4
	StartWait:	9
	Segment1X:	3567
	Segment1Y:	2882
	Segment1Range:	4
	Segment1Wait:	7
	Segment2X:	3567
	Segment2Y:	2882
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		3567
	DestY:		2882
	DestRange:	4
	DestWait:	8


// Gelo - DESATIVADO
// ********************************************
#	[4106]
	MinuteGenerate:	-1
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Simio_Anciao
	Follower:	Simio_Anciao
	RouteType:	2
	Formation:	0
	StartX:		3544
	StartY:		2898
	StartRange:	4
	StartWait:	9
	Segment1X:	3544
	Segment1Y:	2898
	Segment1Range:	4
	Segment1Wait:	7
	Segment2X:	3544
	Segment2Y:	2898
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		3544
	DestY:		2898
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4107]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Simio_Anciao
	Follower:	Simio_Anciao
	RouteType:	2
	Formation:	0
	StartX:		3523
	StartY:		2873
	StartRange:	4
	StartWait:	9
	Segment1X:	3523
	Segment1Y:	2873
	Segment1Range:	4
	Segment1Wait:	7
	Segment2X:	3523
	Segment2Y:	2873
	Segment2Range:	4
	Segment2Wait:	8
	DestX:		3523
	DestY:		2873
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4108]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Capitao_Amon
	Follower:	Capitao_Amon
	RouteType:	2
	Formation:	0
	StartX:		3801
	StartY:		2978
	StartRange:	4
	StartWait:	9
	DestX:		3801
	DestY:		2978
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4109]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Capitao_Amon
	Follower:	Capitao_Amon
	RouteType:	2
	Formation:	0
	StartX:		3801
	StartY:		3036
	StartRange:	4
	StartWait:	9
	DestX:		3801
	DestY:		3036
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4110]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Capitao_Amon
	Follower:	Capitao_Amon
	RouteType:	2
	Formation:	0
	StartX:		3744
	StartY:		3036
	StartRange:	4
	StartWait:	9
	DestX:		3744
	DestY:		3036
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4111]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Capitao_Amon
	Follower:	Capitao_Amon
	RouteType:	2
	Formation:	0
	StartX:		3744
	StartY:		2978
	StartRange:	4
	StartWait:	9
	DestX:		3744
	DestY:		2978
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4112]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Grande_Lobo
	Follower:	Grande_Lobo
	RouteType:	2
	Formation:	0
	StartX:		3612
	StartY:		2787
	StartRange:	4
	StartWait:	9
	DestX:		3612
	DestY:		2787
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4113]
	MinuteGenerate:	3
	MaxNumMob:	2
	MinGroup:	0
	MaxGroup:	0
	Leader:		Grande_Lobo
	Follower:	Grande_Lobo
	RouteType:	2
	Formation:	0
	StartX:		3611
	StartY:		2782
	StartRange:	4
	StartWait:	9
	DestX:		3611
	DestY:		2782
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4114]
	MinuteGenerate:	3
	MaxNumMob:	2
	MinGroup:	0
	MaxGroup:	0
	Leader:		Grande_Lobo
	Follower:	Grande_Lobo
	RouteType:	2
	Formation:	0
	StartX:		3616
	StartY:		2756
	StartRange:	4
	StartWait:	9
	DestX:		3616
	DestY:		2756
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4115]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Simio_Anciao
	Follower:	Simio_Anciao
	RouteType:	2
	Formation:	0
	StartX:		3636
	StartY:		2731
	StartRange:	4
	StartWait:	9
	DestX:		3636
	DestY:		2731
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4116]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Simio_Anciao
	Follower:	Simio_Anciao
	RouteType:	2
	Formation:	0
	StartX:		3634
	StartY:		2720
	StartRange:	4
	StartWait:	9
	DestX:		3634
	DestY:		2720
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4117]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Simio_Anciao
	Follower:	Simio_Anciao
	RouteType:	2
	Formation:	0
	StartX:		3621
	StartY:		2721
	StartRange:	4
	StartWait:	9
	DestX:		3621
	DestY:		2721
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4118]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Simio_Anciao
	Follower:	Simio_Anciao
	RouteType:	2
	Formation:	0
	StartX:		3625
	StartY:		2735
	StartRange:	4
	StartWait:	9
	DestX:		3625
	DestY:		2735
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4119]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Simio_Anciao
	Follower:	Simio_Anciao
	RouteType:	2
	Formation:	0
	StartX:		3669
	StartY:		2842
	StartRange:	4
	StartWait:	9
	DestX:		3669
	DestY:		2842
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4120]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Simio_Anciao
	Follower:	Simio_Anciao
	RouteType:	2
	Formation:	0
	StartX:		3670
	StartY:		2860
	StartRange:	4
	StartWait:	9
	DestX:		3670
	DestY:		2860
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4121]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Simio_Anciao
	Follower:	Simio_Anciao
	RouteType:	2
	Formation:	0
	StartX:		3649
	StartY:		2863
	StartRange:	4
	StartWait:	9
	DestX:		3649
	DestY:		2863
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4122]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Simio_Anciao
	Follower:	Simio_Anciao
	RouteType:	2
	Formation:	0
	StartX:		3682
	StartY:		2866
	StartRange:	4
	StartWait:	9
	DestX:		3682
	DestY:		2866
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4123]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Simio_Anciao
	Follower:	Simio_Anciao
	RouteType:	2
	Formation:	0
	StartX:		3694
	StartY:		2880
	StartRange:	4
	StartWait:	9
	DestX:		3694
	DestY:		2880
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4124]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Simio_Anciao
	Follower:	Simio_Anciao
	RouteType:	2
	Formation:	0
	StartX:		3684
	StartY:		2890
	StartRange:	4
	StartWait:	9
	DestX:		3684
	DestY:		2890
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4125]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Simio_Anciao
	Follower:	Simio_Anciao
	RouteType:	2
	Formation:	0
	StartX:		3668
	StartY:		2896
	StartRange:	4
	StartWait:	9
	DestX:		3668
	DestY:		2896
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4126]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Simio_Anciao
	Follower:	Simio_Anciao
	RouteType:	2
	Formation:	0
	StartX:		3663
	StartY:		2911
	StartRange:	4
	StartWait:	9
	DestX:		3663
	DestY:		2911
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4127]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Simio_Anciao
	Follower:	Simio_Anciao
	RouteType:	2
	Formation:	0
	StartX:		3657
	StartY:		2925
	StartRange:	4
	StartWait:	9
	DestX:		3657
	DestY:		2925
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4128]
	MinuteGenerate:	3
	MaxNumMob:	2
	MinGroup:	0
	MaxGroup:	0
	Leader:		Grande_Lobo
	Follower:	Grande_Lobo
	RouteType:	2
	Formation:	0
	StartX:		3659
	StartY:		2938
	StartRange:	4
	StartWait:	9
	DestX:		3659
	DestY:		2938
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4129]
	MinuteGenerate:	3
	MaxNumMob:	2
	MinGroup:	0
	MaxGroup:	0
	Leader:		Grande_Lobo
	Follower:	Grande_Lobo
	RouteType:	2
	Formation:	0
	StartX:		3647
	StartY:		2939
	StartRange:	4
	StartWait:	9
	DestX:		3647
	DestY:		2939
	DestRange:	4
	DestWait:	8


// Gelo - DESATIVADO
// ********************************************
#	[4130]
	MinuteGenerate:	-1
	MaxNumMob:	2
	MinGroup:	0
	MaxGroup:	0
	Leader:		Grande_Lobo
	Follower:	Grande_Lobo
	RouteType:	2
	Formation:	0
	StartX:		3621
	StartY:		2933
	StartRange:	4
	StartWait:	9
	DestX:		3621
	DestY:		2933
	DestRange:	4
	DestWait:	8


// Gelo
// ********************************************
#	[4131]
	MinuteGenerate:	3
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Troll_de_Gelo
	Follower:	Troll_de_Gelo
	RouteType:	2
	Formation:	0
	StartX:		3623
	StartY:		2945
	StartRange:	4
	StartWait:	9
	DestX:		3623
	DestY:		2945
	DestRange:	4
	DestWait:	8


// QUEST DUNGEON
// ********************************************
#	[4132]
	MinuteGenerate:	-1
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Dragao_Selvagem
	Follower:	Dragao_Selvagem
	RouteType:	2
	Formation:	0
	StartX:		966
	StartY:		3788
	StartRange:	4
	StartWait:	9
	DestX:		966
	DestY:		3788
	DestRange:	4
	DestWait:	8


// QUEST DUNGEON
// ********************************************
#	[4133]
	MinuteGenerate:	-1
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Dragao_Selvagem
	Follower:	Dragao_Selvagem
	RouteType:	2
	Formation:	0
	StartX:		959
	StartY:		3790
	StartRange:	4
	StartWait:	9
	DestX:		959
	DestY:		3790
	DestRange:	4
	DestWait:	8


// QUEST DUNGEON
// ********************************************
#	[4134]
	MinuteGenerate:	-1
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Dragao_Selvagem
	Follower:	Dragao_Selvagem
	RouteType:	2
	Formation:	0
	StartX:		964
	StartY:		3780
	StartRange:	4
	StartWait:	9
	DestX:		964
	DestY:		3780
	DestRange:	4
	DestWait:	8


// QUEST DUNGEON
// ********************************************
#	[4135]
	MinuteGenerate:	-1
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Dragao_Selvagem
	Follower:	Dragao_Selvagem
	RouteType:	2
	Formation:	0
	StartX:		958
	StartY:		3770
	StartRange:	4
	StartWait:	9
	DestX:		958
	DestY:		3770
	DestRange:	4
	DestWait:	8


// QUEST DUNGEON
// ********************************************
#	[4136]
	MinuteGenerate:	-1
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Dragao_Selvagem
	Follower:	Dragao_Selvagem
	RouteType:	2
	Formation:	0
	StartX:		967
	StartY:		3770
	StartRange:	4
	StartWait:	9
	DestX:		967
	DestY:		3770
	DestRange:	4
	DestWait:	8


// QUEST DUNGEON
// ********************************************
#	[4137]
	MinuteGenerate:	-1
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Dragao_Selvagem
	Follower:	Dragao_Selvagem
	RouteType:	2
	Formation:	0
	StartX:		959
	StartY:		3764
	StartRange:	4
	StartWait:	9
	DestX:		959
	DestY:		3764
	DestRange:	4
	DestWait:	8


// QUEST DUNGEON
// ********************************************
#	[4138]
	MinuteGenerate:	-1
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Dragao_Selvagem
	Follower:	Dragao_Selvagem
	RouteType:	2
	Formation:	0
	StartX:		976
	StartY:		3765
	StartRange:	4
	StartWait:	9
	DestX:		976
	DestY:		3765
	DestRange:	4
	DestWait:	8


// QUEST DUNGEON
// ********************************************
#	[4139]
	MinuteGenerate:	-1
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Dragao_Selvagem
	Follower:	Dragao_Selvagem
	RouteType:	2
	Formation:	0
	StartX:		983
	StartY:		3763
	StartRange:	4
	StartWait:	9
	DestX:		983
	DestY:		3763
	DestRange:	4
	DestWait:	8


// QUEST DUNGEON
// ********************************************
#	[4140]
	MinuteGenerate:	-1
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Dragao_Selvagem
	Follower:	Dragao_Selvagem
	RouteType:	2
	Formation:	0
	StartX:		982
	StartY:		3772
	StartRange:	4
	StartWait:	9
	DestX:		982
	DestY:		3772
	DestRange:	4
	DestWait:	8


// QUEST DUNGEON
// ********************************************
#	[4141]
	MinuteGenerate:	-1
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
	Leader:		Dragao_Selvagem
	Follower:	Dragao_Selvagem
	RouteType:	2
	Formation:	0
	StartX:		981
	StartY:		3782
	StartRange:	4
	StartWait:	9
	DestX:		981
	DestY:		3782
	DestRange:	4
	DestWait:	8


// QUEST DUNGEON
// ********************************************
#	[4142]
	MinuteGenerate:	-1
	MaxNumMob:	1
	MinGroup:	0
	MaxGroup:	0
